11.272
25.517
3.257
44.987
13.404
75.923
3.65
43.997
78.786
4.083
13.932
73.692
70.62
7.103
11.816
4.305
494.137
57.455
20.995
55.76
4.782
6.087
8.093
31.491
78.854
8.328
55.94
27.546
35.331
3.555
11.308
4.935
15.083
34.026
67.727
61.237
7.087
25.456
3.406
73.911
7.183
18.133
4.711
44.499
26.032
16.358
74.231
48.486
211.958
